start_dt,stop_dt,duration,depth,scramble,is_solved,solve_steps,sol_len_naive,sol_len_bfs,tree_depth_max,tree_depth_mean
2019-01-08T08:28:54.421080,2019-01-08T08:28:54.424637,0.003557,1,10,1,1,1,1,1,1.0
2019-01-08T08:28:54.424757,2019-01-08T08:28:54.425990,0.001233,1,1,1,1,1,1,1,1.0
2019-01-08T08:28:54.426094,2019-01-08T08:28:54.427316,0.001222,1,0,1,1,1,1,1,1.0
2019-01-08T08:28:54.427419,2019-01-08T08:28:54.428638,0.001219,1,11,1,1,1,1,1,1.0
2019-01-08T08:28:54.428743,2019-01-08T08:28:54.429962,0.001219,1,4,1,1,1,1,1,1.0
2019-01-08T08:28:54.430514,2019-01-08T08:28:54.434303,0.003789,2,3 3,1,3,2,2,2,1.6875
2019-01-08T08:28:54.434580,2019-01-08T08:28:54.438282,0.003702,2,11 1,1,3,2,2,2,1.6875
2019-01-08T08:28:54.438475,2019-01-08T08:28:54.442157,0.003682,2,11 8,1,3,2,2,2,1.6875
2019-01-08T08:28:54.442424,2019-01-08T08:28:54.446456,0.004032,2,9 6,1,2,2,2,2,1.5
2019-01-08T08:28:54.446644,2019-01-08T08:28:54.449056,0.002412,2,0 1,1,3,2,2,2,1.6875
2019-01-08T08:28:54.449729,2019-01-08T08:28:54.450597,0.000868,3,3 8 9,1,1,1,1,1,1.0
2019-01-08T08:28:54.450702,2019-01-08T08:28:54.454821,0.004119,3,0 8 3,1,5,3,3,3,2.230769230769231
2019-01-08T08:28:54.455185,2019-01-08T08:28:54.459302,0.004117,3,11 8 6,1,5,3,3,3,2.230769230769231
2019-01-08T08:28:54.459658,2019-01-08T08:28:54.463764,0.004106,3,9 4 0,1,5,3,3,3,2.230769230769231
2019-01-08T08:28:54.464120,2019-01-08T08:28:54.468213,0.004093,3,6 5 4,1,5,3,3,3,2.230769230769231
2019-01-08T08:28:54.468978,2019-01-08T08:28:54.474907,0.005929,4,5 1 1 6,1,7,4,4,4,2.75
2019-01-08T08:28:54.475501,2019-01-08T08:28:54.481349,0.005848,4,9 4 0 11,1,7,4,4,4,2.75
2019-01-08T08:28:54.481942,2019-01-08T08:28:54.486974,0.005032,4,6 1 8 4,1,6,4,4,4,2.8548387096774195
2019-01-08T08:28:54.487408,2019-01-08T08:28:54.494913,0.007505,4,9 11 1 0,1,9,4,4,4,2.975
2019-01-08T08:28:54.495761,2019-01-08T08:28:54.501612,0.005851,4,1 6 4 7,1,7,4,4,4,2.75
2019-01-08T08:28:54.502598,2019-01-08T08:28:54.531406,0.028808,5,5 5 3 10 11,1,29,15,5,7,5.107925801011804
2019-01-08T08:28:54.533474,2019-01-08T08:28:54.541945,0.008471,5,10 11 8 3 10,1,10,5,5,5,3.375
2019-01-08T08:28:54.542847,2019-01-08T08:28:54.549634,0.006787,5,6 4 1 3 11,1,8,5,5,5,3.402439024390244
2019-01-08T08:28:54.550305,2019-01-08T08:28:54.570914,0.020609,5,6 10 7 2 4,1,21,5,5,5,3.547169811320755
